image_path,instruction,description,input
000666.jpg,Provide a detailed and accurate description of the image within 50 words.,A man in a straw hat holds the reins of a grey horse pulling a carriage. A young girl in a blue and white dress reaches out to pet the horse's nose. A large blue truck with the Ringwood Brewery logo is in the background.  A classic scene of rural life.,"label_boundingbox:{Donkey: {'xyxy': {'Left': 48, 'Top': 111, 'Right': 304, 'Bottom': 317}},person: {'xyxy': {'Left': 295, 'Top': 173, 'Right': 380, 'Bottom': 323}}},
caption:a horse pulling a carriage.,
image_embedding:[0.38, -0.19, 0.37, 0.27, -0.81, -0.31, -0.29, -0.59, -1.49, -0.62, -0.49, -0.21, 1.08, -0.47, -0.31, -0.09, 0.33, -0.33, -0.02, 0.07, 0.17, 0.43, 0.05, -0.08, -0.04, 0.76, 0.29, 0.58, -0.2, 0.14, 0.48, 1.54, 0.2, -0.44, 0.52, -1.27, -0.62, -0.5, 0.37, -0.41, -0.44, 0.36, 0.14, 0.06, -3.29, 0.97, 0.18, 0.58, 0.25, 0.1, 0.29, -0.53, 0.15, 0.98, 0.74, 0.11, -0.05, 0.0, -0.34, 0.23, 0.17, 0.49, 0.32, -0.09]"
005137.jpg,Provide a detailed and accurate description of the image within 50 words.,Two white sheep graze on a lush green hillside. The sheep are in the foreground with a cliff and a body of water in the background. The hillsides are green and lush with patches of brown.,"label_boundingbox:{Antelope: {'xyxy': {'Left': 289, 'Top': 35, 'Right': 307, 'Bottom': 60}},sheep: {'xyxy': {'Left': 180, 'Top': 37, 'Right': 204, 'Bottom': 64}}},
caption:some animals on a grassy hill.,
image_embedding:[-0.64, 0.92, -0.36, -0.01, 0.15, -0.26, 0.15, 0.51, -0.22, -0.33, -0.01, -0.21, -0.14, -0.48, 0.5, -0.36, -0.12, -0.31, -0.11, 0.13, -0.14, 0.69, 0.5, 0.13, 0.01, 1.05, -0.66, 0.0, 0.17, 0.44, -0.06, -0.35, -0.12, -0.59, -0.06, 0.04, 0.98, 0.22, -0.01, -1.16, 0.39, -0.69, 0.8, 0.38, -3.51, 0.99, 0.56, -0.48, 0.72, 0.18, -0.22, 0.02, 0.06, 0.41, -0.28, -1.17, 0.02, -0.02, -0.01, 0.37, -0.57, -0.45, -0.82, -0.58]"
001193.jpg,Provide a detailed and accurate description of the image within 50 words.,"A close-up of the front wheel of a red bicycle with whitewall tires. the bike has a chrome fender, and a chrome headlight.  the bike is parked in front of a wooden fence and green grass.","label_boundingbox:{bicycle: {'xyxy': {'Left': 0, 'Top': 0, 'Right': 375, 'Bottom': 500}}},
caption:a red and white bike.,
image_embedding:[-0.05, 0.69, -0.03, 0.3, -0.28, 0.7, -0.45, -0.48, -0.2, -0.64, -0.56, -0.63, 0.08, -0.07, -0.82, -0.95, 0.63, 0.09, -0.16, -0.54, 0.45, -0.12, 0.08, 1.68, 0.77, 0.84, 0.23, 0.07, -0.19, 0.35, 0.68, 0.81, -0.22, 0.06, 0.12, -0.5, 0.54, -0.5, 0.12, 0.01, -0.49, -0.07, -0.26, -0.14, -2.82, 0.63, -0.55, 0.41, -0.75, -0.88, -0.88, -0.01, -0.46, 0.94, -0.19, 1.01, 0.17, -0.76, 0.72, -1.29, -0.37, -0.05, 0.42, -0.4]"
007352.jpg,Provide a detailed and accurate description of the image within 50 words.,"A small, turboprop airplane is parked on the tarmac. It has a colorful paint job, featuring a tropical scene. A second, smaller airplane is parked in the background. Both aircraft are ready for takeoff.","label_boundingbox:{Dolphin: {'xyxy': {'Left': 149, 'Top': 195, 'Right': 187, 'Bottom': 226}},aeroplane: {'xyxy': {'Left': 0, 'Top': 0, 'Right': 500, 'Bottom': 302}}},
caption:a plane,
image_embedding:[-0.1, 0.59, 0.99, 0.45, -0.48, -0.35, -0.23, 0.11, 0.15, -0.55, -0.77, -0.24, 0.02, 0.04, -0.57, -0.56, -0.5, 0.15, 0.04, -0.18, 0.44, -0.48, 0.9, -0.65, 0.02, 0.14, 0.02, 0.09, 0.48, -0.13, 0.11, 0.27, 0.28, 0.32, 0.12, -0.46, 0.18, 0.03, 0.5, -0.61, 0.0, 0.62, -0.05, -0.16, -3.46, 0.17, -0.19, -0.01, 0.26, 0.36, -0.18, -0.0, -0.24, -0.12, 0.02, -1.26, -0.29, 0.04, -0.39, 0.99, 0.13, 0.44, 0.41, -0.37]"
001942.jpg,Provide a detailed and accurate description of the image within 50 words.,"A maroon 1960 Lincoln Continental is parked on a showroom floor, the gleaming paint and chrome reflecting the light. The car is in immaculate condition, a testament to classic American automotive design. The car's license plate reads 494 PGM.","label_boundingbox:{person: {'xyxy': {'Left': 172, 'Top': 10, 'Right': 197, 'Bottom': 35}},chair: {'xyxy': {'Left': 0, 'Top': 123, 'Right': 42, 'Bottom': 180}},car: {'xyxy': {'Left': 86, 'Top': 20, 'Right': 463, 'Bottom': 307}}},
caption:a classic car in a garage.,
image_embedding:[-0.09, 0.14, -0.05, -0.63, 0.19, -0.4, 0.47, 0.77, 0.49, -0.26, 0.71, 0.02, -0.14, -0.26, 0.41, -0.85, 0.48, 0.07, -0.35, -0.01, 0.57, -0.58, 0.01, 0.1, -0.39, 0.2, -0.18, -0.39, -0.1, 0.52, -0.26, -0.55, -1.17, -0.17, 0.99, -0.46, -0.61, -0.59, -0.41, -0.02, -0.41, -0.7, -0.15, 0.05, -3.61, 0.34, -0.6, 0.51, 0.67, -0.42, 0.13, -0.36, -1.45, 0.57, 0.42, 0.27, 0.22, -0.62, 0.59, -0.03, -0.59, 1.4, -0.38, -0.46]"
003304.jpg,Provide a detailed and accurate description of the image within 50 words.,"A man in traditional riding attire sits astride a brown and white horse. He is wearing a black cap, a yellow shirt, a brown vest, and brown pants. He has a serious expression on his face. The horse is looking down at the ground.  The photo is taken in a field.","label_boundingbox:{horse: {'xyxy': {'Left': 102, 'Top': 200, 'Right': 220, 'Bottom': 437}},person: {'xyxy': {'Left': 75, 'Top': 62, 'Right': 254, 'Bottom': 406}}},
caption:a person riding a horse in a field.,
image_embedding:[-1.12, 0.08, -0.07, 0.19, -0.38, 0.01, 0.09, 0.11, -0.42, 0.19, -0.45, -0.15, 0.39, -0.13, 0.03, 0.19, -0.32, -0.35, 0.41, 0.33, 0.16, -0.32, -0.47, -0.0, -0.03, -0.8, -0.08, 0.51, -0.87, 0.5, -0.82, 1.34, 0.14, -0.68, -0.74, -0.97, 0.04, 0.06, 0.09, 0.21, 0.54, 0.55, -0.72, 0.2, -3.28, 0.46, -0.4, -0.31, 0.11, -1.13, -0.33, -0.37, -0.39, 0.1, 0.52, -0.47, -0.35, 0.14, -0.73, -0.52, -0.04, 0.44, -0.3, -0.03]"
006573.jpg,Provide a detailed and accurate description of the image within 50 words.,"A close-up of a brown and white cow standing in a field of green grass. The cow is looking directly at the camera, with a tag in each ear. The cow has a calm expression on its face.  The cow is in a rural setting.","label_boundingbox:{cow: {'xyxy': {'Left': 45, 'Top': 0, 'Right': 415, 'Bottom': 375}}},
caption:a cow,
image_embedding:[-0.73, -0.99, -0.15, 0.33, 0.8, -0.13, -0.34, 0.21, -0.28, 0.35, 0.73, -0.53, 0.04, 0.2, -0.98, 0.22, -0.13, 0.32, -0.04, 0.72, 0.13, -0.2, 0.27, 0.61, -0.12, 0.32, -1.08, 0.12, -0.18, -0.32, -0.11, 0.38, -0.52, -0.76, -0.13, -0.33, -0.09, -0.07, 0.47, 0.78, 0.48, 0.74, 0.49, 0.18, -4.68, 0.07, -0.29, 0.42, -0.09, 0.46, -0.44, 0.07, 0.87, 0.07, -1.04, -1.62, 0.42, -0.91, -0.62, -0.4, -0.76, 0.17, 0.66, 0.51]"
004924.jpg,Provide a detailed and accurate description of the image within 50 words.,"A yellow and brown tour bus with the name McCafferty's written in large blue letters is parked at a bus stop. The bus has a Den Air logo on the side. The bus is open, and the doors are ajar.  A sign on the side reads Welcome Aboard.","label_boundingbox:{bus: {'xyxy': {'Left': 31, 'Top': 0, 'Right': 500, 'Bottom': 375}}},
caption:a bus at a bus stop.,
image_embedding:[-0.15, 0.03, 0.3, 0.45, -0.45, -0.09, -0.0, -0.01, 0.4, -0.08, -0.1, 0.44, 0.21, -0.58, -0.41, -0.29, -0.42, 0.14, 0.91, -0.85, 0.33, -0.83, 0.03, 0.05, 0.11, 0.17, -0.02, 0.0, -0.49, -0.22, 0.87, -0.13, 0.33, 0.67, -0.77, -0.43, 0.3, 0.54, 0.46, -0.76, -0.72, -0.15, 0.04, 0.02, -1.52, 0.81, 0.07, 0.85, -0.31, 0.56, -0.41, -0.48, -0.24, 0.13, 0.24, -0.8, -0.17, 0.36, -1.05, -0.91, -0.22, 1.13, -0.22, -0.39]"
001173.jpg,Provide a detailed and accurate description of the image within 50 words.,A woman in pajamas reaches out to pet a Siamese cat sitting on a desk. The cat is looking up at something off camera. There is also a printer and phone on the desk.,"label_boundingbox:{person: {'xyxy': {'Left': 0, 'Top': 52, 'Right': 390, 'Bottom': 333}},cat: {'xyxy': {'Left': 332, 'Top': 45, 'Right': 496, 'Bottom': 281}}},
caption:a cat,
image_embedding:[-0.36, 0.05, 0.81, -0.02, 0.2, 0.04, -0.0, 0.61, -0.39, 0.63, 0.25, 0.14, -1.2, -0.08, -0.4, -0.57, 0.59, -0.61, -0.01, 0.9, -0.1, -0.65, 0.02, -0.07, -0.03, 0.22, 0.08, 0.41, -0.08, -0.6, 0.27, 0.04, 0.06, 0.45, 0.25, -0.12, -0.03, -0.75, 0.26, 0.24, 0.21, 0.9, 0.28, -0.25, -3.47, 0.74, -0.4, -0.62, 0.62, -0.29, 0.16, -0.3, -0.5, -0.54, -0.02, 1.13, 0.24, -0.3, -0.71, -0.67, -0.35, 0.73, -0.2, -0.13]"
004004.jpg,Provide a detailed and accurate description of the image within 50 words.,A plush living room is decorated in a classic style. A dark brown couch sits in front of a dark wood bookcase. A trunk coffee table sits in the center of the room with decorative white balls on top. A dog lies on the floor beside the table.,"label_boundingbox:{dog: {'xyxy': {'Left': 189, 'Top': 420, 'Right': 309, 'Bottom': 500}},sofa: {'xyxy': {'Left': 0, 'Top': 299, 'Right': 229, 'Bottom': 471}}},
caption:a living room with a dog sleeping on the floor.,
image_embedding:[0.47, 0.01, 0.32, -0.06, -1.07, -0.23, -0.28, -0.19, 0.25, 0.05, -0.21, -0.46, -0.45, 0.81, -0.2, -0.3, -0.57, 0.35, -0.08, -0.11, 0.23, 0.22, 0.09, 0.82, 0.35, 0.02, 0.34, 0.63, -0.79, -0.14, 0.01, 0.21, -0.96, -0.19, -0.22, -0.54, 0.03, -0.5, -0.97, 0.81, 0.17, 0.55, -0.05, -1.03, 0.13, -0.3, 0.38, 0.07, 1.02, -0.65, -0.03, -0.69, 0.74, 0.5, -0.28, 0.49, -0.05, -1.07, 0.55, -0.25, 0.93, 0.08, 0.46, -0.22]"
003012.jpg,Provide a detailed and accurate description of the image within 50 words.,A man and a young boy sit on a boat in a waterway. The man is wearing a plaid shirt and holding a camera while the boy smiles and holds onto the steering wheel. The boat is blue and white with a canopy overhead.  There are other boats and buildings in the distance.,"label_boundingbox:{person: {'xyxy': {'Left': 112, 'Top': 122, 'Right': 299, 'Bottom': 375}}},
caption:a man and a boy on a boat.,
image_embedding:[-0.58, 0.66, 0.72, 0.41, 0.97, -0.56, 0.17, 0.63, -0.09, -0.49, 0.09, -0.14, -0.56, -0.03, -0.05, 0.08, -0.02, 0.54, 0.46, 0.33, -0.55, 0.46, -0.05, -0.07, 0.13, 0.21, -0.97, 0.38, -0.2, 0.26, 0.55, -0.41, 0.13, 0.5, 0.54, -0.37, -0.66, 0.05, -0.19, 0.07, 0.11, 0.06, 0.04, 0.1, -3.28, 0.17, 0.63, -0.07, -0.11, 0.19, -1.52, 0.21, 0.03, 0.07, 0.2, -0.71, -0.25, 0.38, 0.86, 0.13, 0.08, 0.26, -0.08, 0.14]"
003602.jpg,Provide a detailed and accurate description of the image within 50 words.,"A man in a suit and tie stands smiling between two women. The woman on the left has her arm around the woman in the middle, who is looking at the camera. The man is looking at the camera, while the woman on the left is looking at the man. All three appear to be enjoying each other's company.  They are all dressed up for a special occasion.","label_boundingbox:{Other Fish: {'xyxy': {'Left': 354, 'Top': 199, 'Right': 396, 'Bottom': 333}},person: {'xyxy': {'Left': 264, 'Top': 31, 'Right': 500, 'Bottom': 333}}},
caption:two people posing for a picture.,
image_embedding:[0.13, 0.13, 0.06, -0.09, 0.87, -0.74, 0.36, 0.23, -0.54, -0.32, 0.67, -0.27, -0.61, -0.89, -0.4, -0.56, 0.18, 0.33, -0.03, 0.81, -0.18, -0.19, -0.72, -0.08, -0.57, 0.47, -1.0, 0.01, -0.03, 0.69, -0.27, -0.09, -0.97, 0.54, 0.14, 0.03, -0.43, 1.18, 0.19, 0.19, -0.03, 0.89, -0.4, 0.0, -3.13, 0.59, 0.65, -0.79, 0.19, 0.1, -1.69, 0.08, -0.22, 0.73, 0.47, -0.24, 0.21, -0.36, -0.28, 0.02, 0.36, 0.57, 0.13, -0.51]"
009722.jpg,Provide a detailed and accurate description of the image within 50 words.,A man in a hat holds a brown horse's reins while standing next to a large black bin.,"label_boundingbox:{horse: {'xyxy': {'Left': 90, 'Top': 180, 'Right': 188, 'Bottom': 361}}},
caption:a man working on a horse.,
image_embedding:[-0.66, 0.27, -0.0, 0.02, 0.1, -0.52, 0.35, 0.19, -0.67, -0.83, -0.01, 0.05, 0.76, -0.09, 0.57, 0.52, 0.14, -0.25, 0.02, -0.5, -0.02, 0.04, 0.48, -0.01, -0.17, 0.26, -0.92, 0.26, -0.53, -0.62, -0.38, 1.5, -0.54, 0.22, -0.12, -0.75, 0.94, -1.14, 0.25, -0.69, 1.21, 0.74, -0.01, 0.26, -4.43, 0.27, -0.2, -0.62, 0.63, -0.14, 0.1, 0.47, 0.34, -0.13, 0.57, -0.37, 0.44, -0.75, 0.05, -0.37, -0.22, 1.09, -0.06, -0.71]"
006750.jpg,Provide a detailed and accurate description of the image within 50 words.,A black kitchen island with a granite countertop sits in the center of a room with hardwood floors. The island is accented with stainless steel appliances and sleek cabinetry. Natural light streams in from the large windows.,"label_boundingbox:{Zebra: {'xyxy': {'Left': 262, 'Top': 126, 'Right': 315, 'Bottom': 280}},pottedplant: {'xyxy': {'Left': 174, 'Top': 47, 'Right': 200, 'Bottom': 87}},diningtable: {'xyxy': {'Left': 16, 'Top': 68, 'Right': 374, 'Bottom': 281}}},
caption:a kitchen in a house.,
image_embedding:[0.56, 0.32, 0.71, 0.44, -0.73, -1.02, 0.75, -0.31, -0.4, -0.57, -0.26, 0.45, -0.49, -0.91, 0.16, 0.0, 0.04, 1.17, 0.0, -0.01, 0.05, 0.29, -0.31, 1.03, -0.3, -0.41, -0.76, 0.55, -0.07, 0.44, 0.72, -0.36, 0.46, 0.96, -0.13, -0.47, -0.94, 0.47, -0.03, 0.02, 0.29, 0.4, -0.04, 0.2, -1.97, -0.61, 0.08, 0.22, -0.14, 0.37, -0.05, 0.35, -0.14, 1.07, -0.39, 0.07, 0.35, 0.19, -0.41, 0.39, -0.12, 0.81, 0.02, -1.05]"
003533.jpg,Provide a detailed and accurate description of the image within 50 words.,A brown dog is in the foreground of the image running through a grassy yard. The yard has a chain link fence and is adjacent to a large yard with mature trees and a house in the background.  Two white dogs can be seen on the other side of the fence.,"label_boundingbox:{dog: {'xyxy': {'Left': 75, 'Top': 124, 'Right': 119, 'Bottom': 168}}},
caption:a dog in a yard.,
image_embedding:[-0.86, -0.13, 0.92, -0.24, 0.09, -0.1, 0.82, -0.27, 0.11, 0.05, -0.14, -0.86, 0.08, -0.52, -0.6, -0.33, 0.47, 0.24, 0.01, 0.58, 0.38, -0.72, -0.44, -0.12, -1.05, 0.31, 0.79, 0.33, 0.55, -0.18, -0.4, 0.72, -1.0, 0.59, -0.64, -0.38, 0.86, 0.26, 0.43, -0.09, -1.04, -0.93, 0.32, -0.17, -3.71, 0.18, 0.07, 0.14, 0.06, 0.26, 0.86, -0.01, 0.25, 0.67, -0.41, -0.13, -0.45, -0.22, 0.06, -0.75, -0.44, -0.07, 0.22, -0.38]"
005626.jpg,Provide a detailed and accurate description of the image within 50 words.,A British Rail Class 55 (Deltic) diesel-electric locomotive sits in a railway yard. The locomotive is numbered 55016 and is in a dark green livery. This image was taken in the 1970s.  The locomotive is waiting for its next assignment.  The photo is in color.,"label_boundingbox:{train: {'xyxy': {'Left': 4, 'Top': 32, 'Right': 496, 'Bottom': 310}}},
caption:a train on the tracks.,
image_embedding:[-0.09, 0.12, 0.3, 0.32, 0.71, 0.8, -0.4, -0.66, -0.29, -0.51, -0.36, 0.04, -0.43, -0.81, 0.01, -0.12, -0.07, -0.33, 0.15, 0.02, -0.17, 0.15, 0.04, -0.42, -0.21, 0.54, 0.38, 0.36, -0.0, -0.51, -0.5, 0.07, -0.55, 1.14, -0.41, -0.72, 0.35, 0.9, 0.39, 0.22, -0.69, -0.23, 0.66, -0.07, -3.04, 0.49, -0.4, 0.34, -0.97, -0.01, -0.07, 0.03, -0.34, -0.41, -0.73, -0.25, 0.02, 0.37, 0.03, 0.59, -0.03, 0.37, 1.05, -0.43]"
007287.jpg,Provide a detailed and accurate description of the image within 50 words.,"A well-worn brown couch sits in a living room, facing a large wooden coffee table. The room has a rug on the floor, a side table with a lamp, and a bookcase with books. The room is decorated with a warm and inviting feel.","label_boundingbox:{sofa: {'xyxy': {'Left': 29, 'Top': 44, 'Right': 343, 'Bottom': 270}}},
caption:a living room with a couch and coffee table.,
image_embedding:[0.43, 0.53, -1.15, 0.32, -0.79, -0.67, 0.01, 0.16, -0.89, 0.14, -0.6, -0.02, 0.24, -0.15, 0.01, -0.45, 0.53, 0.15, -0.09, 0.2, -0.49, -0.84, -0.85, 0.37, 0.09, -0.67, 0.57, 0.23, -0.32, -0.86, 0.12, 0.22, -0.16, 0.8, 0.7, -1.11, -0.58, 0.52, -0.38, -0.82, 0.46, 0.41, -0.63, 0.42, -1.21, 0.25, -0.37, -0.36, 0.14, -0.19, 0.65, 0.17, 0.2, 0.56, -0.26, 0.02, 0.0, -0.82, 0.31, -0.44, -0.0, 0.59, 0.64, 0.69]"
005401.jpg,Provide a detailed and accurate description of the image within 50 words.,"A blue Subaru rally car kicks up dust as it speeds around a corner on a dirt track. The car is covered in sponsors logos and the driver's face is obscured by the dark tinted windows. A person is standing by the side of the track, watching the action unfold.","label_boundingbox:{person: {'xyxy': {'Left': 363, 'Top': 0, 'Right': 437, 'Bottom': 130}},car: {'xyxy': {'Left': 50, 'Top': 75, 'Right': 386, 'Bottom': 316}}},
caption:a car,
image_embedding:[-0.34, 0.02, -0.47, 0.04, 0.0, -0.81, -0.2, 0.13, -0.23, -0.09, -0.56, 0.0, 0.36, 0.14, -0.66, -0.63, -0.06, 0.77, 0.83, -1.31, 0.11, 0.36, 0.0, 0.23, -0.05, -0.16, -0.6, -0.55, -0.44, -0.11, 0.22, -0.07, -0.7, -0.55, 0.05, -0.71, 0.86, 0.24, 0.11, -0.54, -1.15, 0.05, 0.54, -0.04, -3.05, -0.02, 0.33, -0.35, -0.45, 0.23, -0.04, -0.11, -1.1, 0.33, -0.37, -0.68, 0.24, 0.13, -0.2, 0.09, 0.42, -0.19, -0.28, -0.6]"
004425.jpg,Provide a detailed and accurate description of the image within 50 words.,"A golden-breasted starling perches on a branch, looking directly at the camera. The bird is a striking shade of blue and yellow, and its black eye seems to glare at the viewer. The background is a soft yellow color.","label_boundingbox:{bird: {'xyxy': {'Left': 69, 'Top': 28, 'Right': 289, 'Bottom': 427}}},
caption:a bird,
image_embedding:[0.17, -0.11, -0.51, 0.57, -0.75, 0.01, 0.59, 0.47, 0.61, -0.29, -0.48, 0.19, -0.02, -0.76, -0.1, -0.72, 0.57, 0.38, -0.3, -0.33, 0.37, -0.95, -0.06, -1.12, 1.59, -0.18, -0.21, -0.01, -0.07, -0.6, 0.13, 0.66, 0.1, -1.79, -0.1, -0.44, 0.77, 0.78, 0.28, -0.33, 1.22, 0.8, -0.55, -0.24, -3.49, -0.35, 0.01, 0.5, 0.22, 0.29, -1.34, 0.05, 0.03, -0.74, 0.58, -0.33, -0.31, -0.88, -0.11, 0.04, 0.18, -0.19, 0.06, -0.31]"
006253.jpg,Provide a detailed and accurate description of the image within 50 words.,"A brown and white dog sits to the left of the frame, facing the camera. A black cat sits to the right, facing away from the camera. The cat stares intently at the dog. Both animals appear to be in the same room.","label_boundingbox:{cat: {'xyxy': {'Left': 318, 'Top': 109, 'Right': 500, 'Bottom': 261}},dog: {'xyxy': {'Left': 0, 'Top': 33, 'Right': 216, 'Bottom': 334}}},
caption:a dog and a cat.,
image_embedding:[0.61, 1.1, 0.24, 0.56, 0.01, -0.05, -0.9, 0.57, -0.0, 1.04, -0.24, -0.13, 0.23, -0.75, -0.51, -0.92, 0.11, -0.05, -0.22, -0.36, -0.07, -0.7, 0.05, 0.55, -0.34, -0.36, 0.1, -0.25, 0.1, -0.42, 0.46, 0.09, -0.64, 0.4, 0.59, -0.82, -0.35, 1.26, -0.7, -0.87, 0.06, 0.83, -0.27, 0.3, -2.69, 0.17, -0.84, -0.4, -0.05, 0.57, 0.58, -0.24, -0.54, 0.78, 0.02, -0.5, 0.41, -0.26, -0.85, 0.07, -1.05, 0.79, 0.11, -0.55]"
008664.jpg,Provide a detailed and accurate description of the image within 50 words.,A woman in a black dress stands on a balcony overlooking a lush green landscape. She is smiling and looking towards the camera with her arms resting on the railing. She is wearing a watch on her left wrist.,"label_boundingbox:{person: {'xyxy': {'Left': 66, 'Top': 72, 'Right': 307, 'Bottom': 500}}},
caption:a woman standing on a balcony.,
image_embedding:[0.09, -0.1, 0.46, -0.21, 0.85, -0.32, 0.19, -1.05, -0.05, -0.43, -0.38, 0.25, 0.19, -0.5, -0.39, -0.49, 0.5, 1.01, -0.45, 1.19, 0.57, 0.12, 0.01, -0.49, 0.07, -0.28, -0.06, 0.32, -0.54, 0.13, 0.79, -0.41, 0.12, -0.26, 1.56, -0.2, 0.12, 0.23, -1.19, 0.02, -0.75, 0.29, -0.02, -0.18, -3.2, 0.5, 0.0, -0.45, 0.22, -0.2, 0.22, 1.03, 0.04, 1.53, 0.55, -0.28, 0.19, 0.95, 0.62, 0.36, 0.38, 0.05, -0.29, 0.43]"
001967.jpg,Provide a detailed and accurate description of the image within 50 words.,"A bald eagle perches on a branch high in a tree, looking to the left of the frame. The branches are bare and reach up towards a light, overcast sky. The tree trunk is a light brown color.  The eagle's white head and tail stand out against the dark branches.","label_boundingbox:{bird: {'xyxy': {'Left': 128, 'Top': 80, 'Right': 221, 'Bottom': 259}}},
caption:a bald eagle sitting in a tree.,
image_embedding:[0.21, -0.2, 1.34, 0.54, 0.44, -0.03, 0.2, 0.47, 0.63, 0.91, -0.44, 0.04, -1.2, -0.26, -1.61, -0.02, 0.17, -0.3, -0.22, -0.12, -0.54, 0.16, 0.54, -1.01, 0.47, 0.03, -0.63, 0.9, 0.86, 0.7, 0.62, 0.38, 0.17, -1.13, -0.56, 0.02, 0.35, -0.18, 0.55, -0.64, 0.26, 0.14, -0.49, -0.85, -4.49, 0.15, -0.09, -0.05, -0.43, 0.09, -0.02, 0.28, 1.15, -0.23, -0.22, -0.33, -0.25, -1.47, 0.01, 0.24, 0.27, -0.58, -0.23, -0.28]"
002089.jpg,Provide a detailed and accurate description of the image within 50 words.,"A dark fighter jet flies through a bright blue sky, leaving a white smoke trail behind it. the jet is flying towards the right of the frame and is in mid-flight. the sky is clear and there are no clouds visible.","label_boundingbox:{aeroplane: {'xyxy': {'Left': 156, 'Top': 138, 'Right': 310, 'Bottom': 182}}},
caption:a fighter jet flying in the sky.,
image_embedding:[-0.2, 0.51, 0.11, -0.26, -1.0, -0.02, 0.01, 0.2, -0.38, -1.2, 1.39, 0.08, 0.01, -0.51, -0.04, 0.49, 0.43, 0.63, -0.72, -0.27, 0.17, -0.47, 0.31, -0.55, 0.03, 0.03, -0.68, 0.24, -0.0, -0.06, -0.07, -0.28, -0.58, -0.91, -0.53, -1.08, 0.6, -0.03, -0.05, -0.69, -0.59, 0.41, -0.09, -0.13, -3.64, 0.56, -0.11, -0.04, 0.49, 0.74, 0.11, -0.63, 0.44, 0.72, 0.75, 0.03, 0.24, -0.75, -0.67, 0.75, 0.24, 0.83, -0.41, -0.45]"
000504.jpg,Provide a detailed and accurate description of the image within 50 words.,"A white cow stands in front of a wall, looking towards the left. Rubbish is scattered on the ground in the foreground. A movie poster of three people is stuck to the wall. The wall is weathered and shows signs of age.","label_boundingbox:{person: {'xyxy': {'Left': 34, 'Top': 34, 'Right': 79, 'Bottom': 169}},tvmonitor: {'xyxy': {'Left': 0, 'Top': 24, 'Right': 82, 'Bottom': 208}},bottle: {'xyxy': {'Left': 278, 'Top': 317, 'Right': 311, 'Bottom': 336}},cow: {'xyxy': {'Left': 338, 'Top': 99, 'Right': 500, 'Bottom': 407}}},
caption:a cow,
image_embedding:[1.18, 0.52, 0.29, 0.42, 0.43, -0.39, -0.1, 0.38, -0.29, -0.02, -0.56, -0.72, 0.91, -0.28, -0.62, -0.03, 0.77, 0.16, -0.37, -1.45, 0.3, -0.34, -0.55, -0.24, -0.21, -0.29, 0.48, 0.21, 0.32, -0.2, -0.05, 0.37, 0.28, 0.22, 0.6, 0.23, 0.4, -0.4, -0.47, 1.05, -0.17, 0.62, -0.06, -0.31, -1.24, 0.51, 0.98, -0.14, 0.39, 1.18, 0.3, -1.08, 0.73, 1.08, 0.0, -0.64, -0.88, 0.13, 0.26, -0.35, -0.82, -0.17, -0.39, -0.63]"
008421.jpg,Provide a detailed and accurate description of the image within 50 words.,"A black lotus sports car races around a wet track.  The car is a blur as it takes the corner, water spraying from the tires. the car is on a racetrack, with a grassy bank visible to the left of the frame.","label_boundingbox:{car: {'xyxy': {'Left': 99, 'Top': 66, 'Right': 396, 'Bottom': 231}}},
caption:a black sports car driving in the rain,
image_embedding:[-0.98, -0.35, -0.14, 0.03, -0.89, -0.18, -0.17, -0.09, -0.66, -0.2, 0.99, -0.07, 0.07, -0.15, -1.31, -0.65, 0.18, -0.77, -0.06, 0.75, 0.49, -0.26, -0.73, 0.0, -0.36, -0.1, 0.73, 0.26, -0.79, -0.27, 0.11, -0.69, -0.42, 0.12, 0.06, -0.7, 0.31, -0.01, 0.49, 0.34, -0.61, -0.28, 0.93, -0.28, -4.72, -0.07, 0.58, -0.59, 0.41, -0.9, 0.74, -0.42, -0.13, 0.44, 1.1, 0.06, -0.43, 0.83, -0.2, 0.02, 0.07, 0.33, -0.84, 0.74]"
008054.jpg,Provide a detailed and accurate description of the image within 50 words.,A fluffy white dog lays on a hardwood floor in front of a pet carrier. The dog has its head turned to the side and is looking at something off camera. The dog has a relaxed expression on its face.  Its paws are tucked under its body.,"label_boundingbox:{chair: {'xyxy': {'Left': 0, 'Top': 0, 'Right': 59, 'Bottom': 201}},dog: {'xyxy': {'Left': 4, 'Top': 87, 'Right': 478, 'Bottom': 298}}},
caption:a dog laying on the floor.,
image_embedding:[-0.29, 0.31, 0.45, 0.5, -0.24, -0.18, -0.17, 0.08, 0.1, 0.39, -0.34, -0.43, 0.8, 0.26, -0.95, -0.22, 0.16, 0.11, 0.6, 0.08, 0.25, -0.12, 0.71, 0.37, 0.49, -0.99, -0.48, 0.25, -0.18, 0.52, -0.77, -0.01, 0.31, 0.62, 0.17, -0.85, -0.91, 0.82, 1.03, -0.72, 0.07, -0.24, 0.01, 0.42, -2.87, 0.11, -0.16, -0.2, -0.38, -0.38, 0.7, 0.38, -0.76, -0.64, 0.48, -0.04, -1.29, -0.47, 0.49, 0.01, -0.61, 0.54, 0.35, -1.0]"
